0	0
1	1877
2	3025
3	3446
4	5385
5	5687
6	6424
7	6959
8	7698
9	8429
10	8475
11	9212
12	9289
13	9335
14	9366
15	9553
16	9619
17	9848
18	9989
19	10055
20	10343
21	10477
22	10641
23	10727
24	10740
25	10753
26	10798
27	10823
28	10890
29	10900
30	10908
31	10973
32	11111
33	11142
34	11227
35	11267
36	11529
37	11712
38	11732
39	11790
40	11847
41	11877
42	11915
43	11936
44	12047
45	12095
46	12122
47	12295
48	12388
49	12478
50	12530
51	12550
52	12664
53	12709
54	12793
55	12920
56	12961
57	12970
58	13013
59	13040
60	13100
61	13135
62	13179
63	13199
64	13229
65	13246
66	13257
67	13267
68	13298
69	13377
70	13396
71	13434
72	13534
73	13585
74	13617
75	13643
76	13719
77	13780
78	13855
79	13873
80	13981
81	14139
82	14361
83	14404
84	14416
85	14459
86	14538
87	14570
88	14608
89	14645
90	14701
91	14716
92	14731
93	14751
94	14790
95	14857
96	14918
97	14955
98	14999
99	15023
100	15054
101	15083
102	15112
103	15122
104	15130
105	15273
106	15281
107	15350
108	15368
109	15396
110	15425
111	15474
112	15502
113	15511
114	15521
115	15623
116	15647
117	15702
118	15764
119	15791
120	15811
121	15898
122	15961
123	16102
124	16129
125	16144
126	16184
127	16191
128	16205
129	16227
130	16239
131	16248
132	16257
133	16279
134	16294
135	16327
136	16406
137	16458
138	16510
139	16611
140	16621
141	16676
142	16750
143	16761
144	16778
145	16804
146	16886
147	16933
148	16956
149	16989
150	17027
151	17044
152	17051
153	17068
154	17081
155	17106
156	17138
157	17167
158	17180
159	17200
160	17225
161	17260
162	17297
163	17328
164	17356
165	17365
166	17391
167	17404
168	17420
169	17427
170	17490
