0	0
1	1402
2	1865
3	1977
4	2849
5	3648
6	4235
7	4970
8	5379
9	5598
10	5609
11	5680
12	5814
13	5845
14	6073
15	6114
16	6175
17	6199
18	6226
19	6337
20	6489
21	6545
22	6702
23	6716
24	6804
25	6943
26	6989
27	7087
28	7430
29	7473
30	7529
31	7550
32	7605
33	7625
34	7693
35	7714
36	7730
37	7753
38	7815
39	7829
40	7862
41	7982
42	7996
43	8171
44	8180
45	8210
46	8281
47	8301
48	8407
49	8418
50	8444
51	8510
52	8670
53	8688
54	8721
55	8749
56	8786
57	8812
58	8839
59	8898
60	8912
61	8977
62	9033
63	9102
64	9122
65	9150
66	9195
67	9223
68	9277
69	9296
70	9331
71	9356
72	9378
73	9429
74	9457
75	9494
76	9612
77	9849
78	9880
79	9898
80	9947
81	10002
82	10011
83	10043
84	10056
85	10069
86	10080
87	10136
88	10186
89	10199
90	10213
91	10304
92	10371
93	10441
94	10473
95	10534
96	10543
97	10558
98	10567
99	10591
100	10599
101	10640
102	10658
103	10669
104	10681
105	10692
106	10715
107	10755
108	10785
109	10810
110	10832
111	10856
112	10868
113	10934
114	10944
115	10972
116	10986
117	11018
118	11033
119	11043
120	11059
121	11082
122	11099
123	11120
124	11135
125	11163
126	11212
127	11251
128	11296
129	11325
130	11357
131	11378
132	11451
133	11471
134	11490
135	11504
136	11540
137	11549
138	11556
139	11581
140	11662
141	11671
142	11680
143	11691
144	11699
145	11707
146	11718
147	11734
148	11763
149	11780
150	11791
151	11799
152	11807
153	11866
154	11873
155	11881
156	11890
157	11898
158	11920
159	11927
160	11934
161	11946
162	11964
163	11975
164	12021
165	12065
166	12076
167	12083
168	12105
169	12118
170	12133
